Order_Line,Order_ID,Bar_code_value,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Customer_Name,Segment,Age,Country,City,State,Postal_Code,Region,Order_Year,Order_Month,Order_Month_Name
3686,OF-2021-102778,19855785,2023-05-13,2023-05-16,First Class,JH-15820,FUR-FU-10000087,18.176,1,0.2,4.7712,John Huston,Consumer,37,United States,Kent,Ohio,44240.0,East,2023,5,May
3687,ON-2021-118983,87859048,2023-05-14,2023-05-18,Standard Class,HP-14815,OFF-AP-10002311,68.81,5,0.8,-123.858,Harold Pawlan,Home Office,20,United States,Fort Worth,Texas,76106.0,Central,2023,5,May
3688,ON-2021-118983,71094875,2023-05-14,2023-05-18,Standard Class,HP-14815,OFF-BI-10000756,2.544,3,0.8,-3.816,Harold Pawlan,Home Office,20,United States,Fort Worth,Texas,76106.0,Central,2023,5,May
3689,OF-2021-100545,5424554,2023-05-14,2023-05-18,Standard Class,IM-15070,OFF-BI-10003638,11.61,2,0.7,-9.288,Irene Maddox,Consumer,66,United States,Seattle,Washington,98103.0,West,2023,5,May
3690,OF-2021-139094,70881183,2023-05-14,2023-05-19,Standard Class,MO-17800,FUR-TA-10004607,206.962,2,0.3,-32.5226,Meg O'Connel,Home Office,22,United States,New York City,New York,10009.0,East,2023,5,May
3691,OF-2021-123505,54763588,2023-05-14,2023-05-18,Standard Class,AR-10540,OFF-PA-10002586,14.94,3,0.0,7.0218,Andy Reiter,Consumer,48,United States,New York City,New York,10024.0,East,2023,5,May
3692,ON-2021-165449,11445137,2023-05-14,2023-05-18,Standard Class,AP-10720,TEC-AC-10004127,27.168,4,0.2,-1.3584,Anne Pryor,Home Office,18,United States,New York City,New York,10035.0,East,2023,5,May
3693,OF-2021-168459,31512087,2023-05-14,2023-05-19,Standard Class,MC-17275,OFF-BI-10003712,2.946,2,0.7,-2.0622,Marc Crier,Consumer,24,United States,Lafayette,Louisiana,70506.0,South,2023,5,May
3694,OF-2021-168459,79739978,2023-05-14,2023-05-19,Standard Class,MC-17275,OFF-FA-10004854,55.104,6,0.2,18.5976,Marc Crier,Consumer,24,United States,Lafayette,Louisiana,70506.0,South,2023,5,May
3695,OF-2021-137708,80451605,2023-05-14,2023-05-17,Second Class,NG-18430,OFF-PA-10000176,37.94,2,0.0,18.2112,Nathan Gelder,Consumer,50,United States,Cincinnati,Ohio,45231.0,East,2023,5,May
3696,OF-2021-137708,58525649,2023-05-14,2023-05-17,Second Class,NG-18430,OFF-PA-10000327,42.8,10,0.0,19.26,Nathan Gelder,Consumer,50,United States,Cincinnati,Ohio,45231.0,East,2023,5,May
3697,OF-2021-137708,74388900,2023-05-14,2023-05-17,Second Class,NG-18430,OFF-ST-10004634,33.63,3,0.0,10.089,Nathan Gelder,Consumer,50,United States,Cincinnati,Ohio,45231.0,East,2023,5,May
3698,OF-2021-149300,492643,2023-05-14,2023-05-15,First Class,BH-11710,TEC-MA-10000423,32.985,3,0.5,-1.9791,Brosina Hoffman,Consumer,20,United States,Los Angeles,California,90032.0,West,2023,5,May
3699,OF-2021-162376,40293349,2023-05-14,2023-05-17,Second Class,HD-14785,OFF-AR-10003056,17.12,4,0.0,4.9648,Harold Dahlen,Home Office,32,United States,Philadelphia,Pennsylvania,19143.0,East,2023,5,May
3700,OF-2021-162376,618983,2023-05-14,2023-05-17,Second Class,HD-14785,OFF-PA-10000300,59.94,3,0.0,28.1718,Harold Dahlen,Home Office,32,United States,Philadelphia,Pennsylvania,19143.0,East,2023,5,May
3701,OF-2021-111395,61239092,2023-05-15,2023-05-19,Standard Class,VB-21745,OFF-PA-10000994,335.52,4,0.2,117.432,Victoria Brennan,Corporate,27,United States,Columbus,Georgia,31907.0,South,2023,5,May
3702,OF-2021-111395,61358892,2023-05-15,2023-05-19,Standard Class,VB-21745,OFF-BI-10002867,23.912,2,0.8,-40.6504,Victoria Brennan,Corporate,27,United States,Columbus,Georgia,31907.0,South,2023,5,May
3703,OF-2021-111395,3364912,2023-05-15,2023-05-19,Standard Class,VB-21745,OFF-ST-10001291,27.056,2,0.2,2.3674,Victoria Brennan,Corporate,27,United States,Columbus,Georgia,31907.0,South,2023,5,May
3704,OF-2021-123113,33894698,2023-05-15,2023-05-19,Second Class,AT-10735,OFF-AP-10000275,2625.12,8,0.0,735.0336,Annie Thurman,Consumer,30,United States,Seattle,Washington,98115.0,West,2023,5,May
3705,OF-2021-123113,47704477,2023-05-15,2023-05-19,Second Class,AT-10735,OFF-AR-10004999,17.94,3,0.0,4.485,Annie Thurman,Consumer,30,United States,Seattle,Washington,98115.0,West,2023,5,May
3706,OF-2021-144274,16698643,2023-05-15,2023-05-17,Second Class,PW-19240,TEC-PH-10003012,307.98,2,0.0,89.3142,Pierre Wener,Consumer,70,United States,Louisville,Colorado,80027.0,West,2023,5,May
3707,OF-2021-144274,6003261,2023-05-15,2023-05-17,Second Class,PW-19240,OFF-PA-10001583,44.1,6,0.0,20.727,Pierre Wener,Consumer,70,United States,Louisville,Colorado,80027.0,West,2023,5,May
3708,OF-2021-144274,26865113,2023-05-15,2023-05-17,Second Class,PW-19240,OFF-AR-10001940,13.12,4,0.0,5.6416,Pierre Wener,Consumer,70,United States,Louisville,Colorado,80027.0,West,2023,5,May
3709,OF-2021-144274,58690531,2023-05-15,2023-05-17,Second Class,PW-19240,OFF-EN-10003286,16.56,2,0.0,7.7832,Pierre Wener,Consumer,70,United States,Louisville,Colorado,80027.0,West,2023,5,May
3710,OF-2021-144274,1114707,2023-05-15,2023-05-17,Second Class,PW-19240,OFF-PA-10003441,38.88,6,0.0,18.6624,Pierre Wener,Consumer,70,United States,Louisville,Colorado,80027.0,West,2023,5,May
3711,OF-2021-135545,6344906,2023-05-16,2023-05-22,Standard Class,KM-16720,TEC-AC-10004633,13.98,2,0.0,6.1512,Kunst Miller,Consumer,69,United States,Los Angeles,California,90004.0,West,2023,5,May
3712,OF-2021-135545,70182236,2023-05-16,2023-05-22,Standard Class,KM-16720,OFF-BI-10001078,25.824,6,0.2,9.3612,Kunst Miller,Consumer,69,United States,Los Angeles,California,90004.0,West,2023,5,May
3713,OF-2021-135545,65134697,2023-05-16,2023-05-22,Standard Class,KM-16720,OFF-PA-10003892,146.73,3,0.0,68.9631,Kunst Miller,Consumer,69,United States,Los Angeles,California,90004.0,West,2023,5,May
3714,OF-2021-135545,15272418,2023-05-16,2023-05-22,Standard Class,KM-16720,FUR-FU-10000397,79.76,4,0.0,22.3328,Kunst Miller,Consumer,69,United States,Los Angeles,California,90004.0,West,2023,5,May
3715,OF-2021-105347,56000375,2023-05-16,2023-05-20,Standard Class,DP-13000,OFF-PA-10000675,368.91,9,0.0,180.7659,Darren Powers,Consumer,40,United States,New Albany,Indiana,47150.0,Central,2023,5,May
3716,OF-2021-105347,11003789,2023-05-16,2023-05-20,Standard Class,DP-13000,OFF-AR-10003045,14.7,5,0.0,6.615,Darren Powers,Consumer,40,United States,New Albany,Indiana,47150.0,Central,2023,5,May
3717,OF-2021-153416,59425681,2023-05-16,2023-05-21,Standard Class,TS-21340,OFF-BI-10002813,3.168,2,0.2,0.99,Toby Swindell,Consumer,67,United States,Houston,Texas,77041.0,Central,2023,5,May
3718,OF-2021-153416,15898425,2023-05-16,2023-05-21,Standard Class,TS-21340,OFF-PA-10002005,19.44,3,0.0,9.3312,Toby Swindell,Consumer,67,United States,Houston,Texas,77041.0,Central,2023,5,May
3719,OF-2021-153416,71201220,2023-05-16,2023-05-21,Standard Class,TS-21340,OFF-ST-10000060,454.86,7,0.0,54.5832,Toby Swindell,Consumer,67,United States,Houston,Texas,77041.0,Central,2023,5,May
3720,OF-2021-153416,60505903,2023-05-16,2023-05-21,Standard Class,TS-21340,OFF-BI-10002706,91.392,8,0.2,29.7024,Toby Swindell,Consumer,67,United States,Houston,Texas,77041.0,Central,2023,5,May
3721,ON-2021-164357,69336227,2023-05-17,2023-05-21,Standard Class,SF-20065,OFF-AR-10001177,13.12,5,0.2,1.476,Sandra Flanagan,Consumer,41,United States,Philadelphia,Pennsylvania,19140.0,East,2023,5,May
3722,OF-2021-117961,79370303,2023-05-18,2023-05-22,Standard Class,GP-14740,OFF-BI-10000343,14.73,3,0.0,6.9231,Guy Phonely,Corporate,28,United States,Lancaster,Pennsylvania,17602.0,East,2023,5,May
3723,OF-2021-117961,60098211,2023-05-18,2023-05-22,Standard Class,GP-14740,OFF-ST-10001172,104.9,5,0.0,25.176,Guy Phonely,Corporate,28,United States,Lancaster,Pennsylvania,17602.0,East,2023,5,May
3724,OF-2021-117961,12388237,2023-05-18,2023-05-22,Standard Class,GP-14740,OFF-BI-10003707,61.04,4,0.0,30.52,Guy Phonely,Corporate,28,United States,Lancaster,Pennsylvania,17602.0,East,2023,5,May
3725,OF-2021-117961,9498300,2023-05-18,2023-05-22,Standard Class,GP-14740,OFF-PA-10001274,10.95,3,0.0,5.1465,Guy Phonely,Corporate,28,United States,Lancaster,Pennsylvania,17602.0,East,2023,5,May
3726,OF-2021-166975,37371929,2023-05-18,2023-05-22,Standard Class,SH-20635,FUR-FU-10003930,692.472,11,0.2,190.4298,Stefanie Holloman,Corporate,57,United States,Jackson,Tennessee,38301.0,South,2023,5,May
3727,OF-2021-158939,26037732,2023-05-18,2023-05-23,Standard Class,EA-14035,TEC-CO-10002313,599.99,1,0.0,233.9961,Erin Ashbrook,Corporate,61,United States,Charlotte,North Carolina,28205.0,South,2023,5,May
3728,ON-2021-168935,81961899,2023-05-19,2023-05-24,Standard Class,DO-13435,FUR-TA-10000617,375.4575,3,0.45,-157.0095,Denny Ordway,Consumer,25,United States,Pembroke Pines,Florida,33024.0,South,2023,5,May
3729,ON-2021-168935,79637413,2023-05-19,2023-05-24,Standard Class,DO-13435,TEC-AC-10002335,83.976,3,0.2,-1.0497,Denny Ordway,Consumer,25,United States,Pembroke Pines,Florida,33024.0,South,2023,5,May
3730,OF-2021-101910,83840618,2023-05-19,2023-05-25,Standard Class,CD-11920,FUR-CH-10002647,283.92,5,0.2,17.745,Carlos Daly,Consumer,51,United States,Lake Elsinore,California,92530.0,West,2023,5,May
3731,OF-2021-160059,186381,2023-05-19,2023-05-23,Standard Class,TB-21190,OFF-BI-10000145,6.24,2,0.0,3.0576,Thomas Brumley,Home Office,29,United States,Fayetteville,Arkansas,72701.0,South,2023,5,May
3732,OF-2021-145184,28928295,2023-05-19,2023-05-21,First Class,JD-16150,TEC-PH-10002350,83.97,3,0.0,23.5116,Justin Deggeller,Corporate,37,United States,Minneapolis,Minnesota,55407.0,Central,2023,5,May
3733,OF-2021-145184,6631774,2023-05-19,2023-05-21,First Class,JD-16150,TEC-AC-10000397,104.97,3,0.0,7.3479,Justin Deggeller,Corporate,37,United States,Minneapolis,Minnesota,55407.0,Central,2023,5,May
3734,OF-2021-163762,88362476,2023-05-19,2023-05-23,Standard Class,JE-15475,OFF-AR-10001915,29.79,3,0.0,12.5118,Jeremy Ellison,Consumer,30,United States,Troy,New York,12180.0,East,2023,5,May
3735,OF-2021-125234,97287884,2023-05-19,2023-05-23,Standard Class,SN-20710,TEC-AC-10000158,107.97,3,0.0,22.6737,Steve Nguyen,Home Office,46,United States,Houston,Texas,77041.0,Central,2023,5,May
3736,OF-2021-125234,3577922,2023-05-19,2023-05-23,Standard Class,SN-20710,OFF-PA-10000482,113.82,3,0.0,53.4954,Steve Nguyen,Home Office,46,United States,Houston,Texas,77041.0,Central,2023,5,May
3737,ON-2021-154389,26719520,2023-05-19,2023-05-25,Standard Class,EH-14125,TEC-PH-10002789,748.752,8,0.4,-162.2296,Eugene Hildebrand,Home Office,41,United States,Aurora,Illinois,60505.0,Central,2023,5,May
3738,OF-2021-130974,48639278,2023-05-19,2023-05-21,Second Class,MA-17560,OFF-PA-10000743,40.08,6,0.0,19.2384,Matt Abelman,Home Office,19,United States,Houston,Texas,77095.0,Central,2023,5,May
3739,OF-2021-130974,53601233,2023-05-19,2023-05-21,Second Class,MA-17560,OFF-PA-10001019,59.94,3,0.0,28.1718,Matt Abelman,Home Office,19,United States,Houston,Texas,77095.0,Central,2023,5,May
3740,OF-2021-130974,82736574,2023-05-19,2023-05-21,Second Class,MA-17560,TEC-AC-10003095,259.98,2,0.0,88.3932,Matt Abelman,Home Office,19,United States,Houston,Texas,77095.0,Central,2023,5,May
3741,OF-2021-130974,38554502,2023-05-19,2023-05-21,Second Class,MA-17560,FUR-BO-10002916,170.98,1,0.0,32.4862,Matt Abelman,Home Office,19,United States,Houston,Texas,77095.0,Central,2023,5,May
3742,OF-2021-130974,48339566,2023-05-19,2023-05-21,Second Class,MA-17560,FUR-FU-10002506,38.97,3,0.0,4.6764,Matt Abelman,Home Office,19,United States,Houston,Texas,77095.0,Central,2023,5,May
3743,OF-2021-130974,39326190,2023-05-19,2023-05-21,Second Class,MA-17560,OFF-PA-10003823,154.9,5,0.0,69.705,Matt Abelman,Home Office,19,United States,Houston,Texas,77095.0,Central,2023,5,May
3744,OF-2021-130974,82113986,2023-05-19,2023-05-21,Second Class,MA-17560,FUR-TA-10004619,446.068,4,0.3,0.0,Matt Abelman,Home Office,19,United States,Houston,Texas,77095.0,Central,2023,5,May
3745,ON-2021-159982,47024070,2023-05-20,2023-05-26,Standard Class,DR-12880,FUR-FU-10002505,12.132,9,0.6,-8.4924,Dan Reichenbach,Corporate,68,United States,Chicago,Illinois,60623.0,Central,2023,5,May
3746,ON-2021-159982,65972196,2023-05-20,2023-05-26,Standard Class,DR-12880,OFF-ST-10004804,82.368,2,0.2,-19.5624,Dan Reichenbach,Corporate,68,United States,Chicago,Illinois,60623.0,Central,2023,5,May
3747,ON-2021-159982,32757107,2023-05-20,2023-05-26,Standard Class,DR-12880,OFF-ST-10001590,53.92,5,0.2,4.044,Dan Reichenbach,Corporate,68,United States,Chicago,Illinois,60623.0,Central,2023,5,May
3748,ON-2021-159982,50821414,2023-05-20,2023-05-26,Standard Class,DR-12880,TEC-PH-10001580,647.904,6,0.2,56.6916,Dan Reichenbach,Corporate,68,United States,Chicago,Illinois,60623.0,Central,2023,5,May
3749,OF-2021-157133,27876752,2023-05-20,2023-05-25,Standard Class,LC-16885,FUR-FU-10004904,151.96,5,0.6,-182.352,Lena Creighton,Consumer,31,United States,Roseville,California,95661.0,West,2023,5,May
3750,OF-2021-136196,94623738,2023-05-20,2023-05-26,Standard Class,TP-21415,FUR-FU-10004017,322.59,3,0.0,64.518,Tom Prescott,Consumer,52,United States,Seattle,Washington,98115.0,West,2023,5,May
3751,OF-2021-161711,14072067,2023-05-20,2023-05-25,Standard Class,MC-17425,FUR-FU-10000087,68.16,3,0.0,27.9456,Mark Cousins,Corporate,50,United States,Mobile,Alabama,36608.0,South,2023,5,May
3752,OF-2021-161711,84431748,2023-05-20,2023-05-25,Standard Class,MC-17425,OFF-EN-10001539,62.24,8,0.0,29.2528,Mark Cousins,Corporate,50,United States,Mobile,Alabama,36608.0,South,2023,5,May
3753,OF-2021-142930,41254028,2023-05-20,2023-05-24,Standard Class,EB-14170,OFF-PA-10003395,335.52,4,0.2,117.432,Evan Bailliet,Consumer,64,United States,Wilmington,North Carolina,28403.0,South,2023,5,May
3754,OF-2021-157028,71600743,2023-05-20,2023-05-25,Standard Class,MA-17995,OFF-AR-10004441,8.28,2,0.0,3.4776,Michelle Arnett,Home Office,33,United States,Watertown,New York,13601.0,East,2023,5,May
3755,OF-2021-164497,75691918,2023-05-20,2023-05-22,First Class,AJ-10945,OFF-AP-10004655,45.28,4,0.0,15.3952,Ashley Jarboe,Consumer,62,United States,Wilmington,North Carolina,28403.0,South,2023,5,May
3756,OF-2021-111612,94938755,2023-05-20,2023-05-24,Standard Class,EB-14110,FUR-FU-10003799,71.12,5,0.2,9.779,Eugene Barchas,Consumer,44,United States,Philadelphia,Pennsylvania,19134.0,East,2023,5,May
3757,OF-2021-111612,96490710,2023-05-20,2023-05-24,Standard Class,EB-14110,OFF-FA-10003021,3.008,2,0.2,0.564,Eugene Barchas,Consumer,44,United States,Philadelphia,Pennsylvania,19134.0,East,2023,5,May
3758,OF-2021-138009,56704007,2023-05-21,2023-05-25,Standard Class,SF-20965,FUR-CH-10004853,301.96,2,0.0,87.5684,Sylvia Foulston,Corporate,64,United States,Dearborn,Michigan,48126.0,Central,2023,5,May
3759,OF-2021-138009,40135527,2023-05-21,2023-05-25,Standard Class,SF-20965,OFF-AP-10000179,555.21,5,0.1,178.901,Sylvia Foulston,Corporate,64,United States,Dearborn,Michigan,48126.0,Central,2023,5,May
3760,OF-2021-138009,18776631,2023-05-21,2023-05-25,Standard Class,SF-20965,OFF-ST-10001272,523.48,4,0.0,130.87,Sylvia Foulston,Corporate,64,United States,Dearborn,Michigan,48126.0,Central,2023,5,May
3761,OF-2021-138009,44488311,2023-05-21,2023-05-25,Standard Class,SF-20965,OFF-AR-10004042,161.82,9,0.0,46.9278,Sylvia Foulston,Corporate,64,United States,Dearborn,Michigan,48126.0,Central,2023,5,May
3762,OF-2021-110016,55004668,2023-05-21,2023-05-26,Standard Class,BT-11395,OFF-PA-10000349,19.92,4,0.0,9.3624,Bill Tyler,Corporate,32,United States,Detroit,Michigan,48227.0,Central,2023,5,May
3763,OF-2021-110016,41334991,2023-05-21,2023-05-26,Standard Class,BT-11395,FUR-CH-10002880,1106.91,9,0.0,121.7601,Bill Tyler,Corporate,32,United States,Detroit,Michigan,48227.0,Central,2023,5,May
3764,OF-2021-129112,52902077,2023-05-21,2023-05-22,First Class,AW-10840,TEC-AC-10003038,21.48,3,0.2,-0.2685,Anthony Witt,Consumer,37,United States,Allen,Texas,75002.0,Central,2023,5,May
3765,OF-2021-129112,62126873,2023-05-21,2023-05-22,First Class,AW-10840,OFF-BI-10000088,8.784,4,0.8,-13.6152,Anthony Witt,Consumer,37,United States,Allen,Texas,75002.0,Central,2023,5,May
3766,OF-2021-144099,62780476,2023-05-21,2023-05-22,Same Day,PO-19195,OFF-BI-10001078,4.304,1,0.2,1.5602,Phillina Ober,Home Office,45,United States,Naperville,Illinois,60540.0,Central,2023,5,May
3767,OF-2021-154340,6093737,2023-05-21,2023-05-22,First Class,EK-13795,OFF-AR-10003582,56.3,2,0.0,15.764,Eileen Kiefer,Home Office,25,United States,Santa Ana,California,92704.0,West,2023,5,May
3768,OF-2021-122210,66206772,2023-05-22,2023-05-26,Standard Class,WB-21850,OFF-BI-10003656,152.991,3,0.7,-122.3928,William Brown,Consumer,38,United States,Philadelphia,Pennsylvania,19134.0,East,2023,5,May
3769,OF-2021-122210,94705374,2023-05-22,2023-05-26,Standard Class,WB-21850,OFF-FA-10000053,10.584,7,0.2,-2.3814,William Brown,Consumer,38,United States,Philadelphia,Pennsylvania,19134.0,East,2023,5,May
3770,OF-2021-122210,70081476,2023-05-22,2023-05-26,Standard Class,WB-21850,TEC-PH-10002807,94.92,4,0.4,15.82,William Brown,Consumer,38,United States,Philadelphia,Pennsylvania,19134.0,East,2023,5,May
3771,ON-2021-141453,40496602,2023-05-22,2023-05-25,Second Class,DB-13270,OFF-BI-10000301,3.882,3,0.8,-5.823,Deborah Brumfield,Home Office,24,United States,San Diego,California,92024.0,West,2023,5,May
3772,OF-2021-140830,53620563,2023-05-22,2023-05-24,Second Class,PS-18970,OFF-EN-10000461,17.48,2,0.0,8.2156,Paul Stevenson,Home Office,31,United States,Chicago,Illinois,60610.0,Central,2023,5,May
3773,OF-2021-140830,64365640,2023-05-22,2023-05-24,Second Class,PS-18970,OFF-EN-10002831,71.88,2,0.0,32.346,Paul Stevenson,Home Office,31,United States,Chicago,Illinois,60610.0,Central,2023,5,May
3774,OF-2021-156328,89509628,2023-05-22,2023-05-27,Standard Class,RM-19375,TEC-PH-10001198,177.48,3,0.2,19.9665,Raymond Messe,Consumer,39,United States,Houston,Texas,77095.0,Central,2023,5,May
3775,OF-2021-137925,29000867,2023-05-22,2023-05-26,Standard Class,JL-15235,OFF-PA-10002659,23.66,7,0.0,10.8836,Janet Lee,Consumer,29,United States,Chicago,Illinois,60623.0,Central,2023,5,May
3776,OF-2021-137925,58461399,2023-05-22,2023-05-26,Standard Class,JL-15235,FUR-BO-10001608,681.408,12,0.2,42.588,Janet Lee,Consumer,29,United States,Chicago,Illinois,60623.0,Central,2023,5,May
3777,OF-2021-107685,37558571,2023-05-22,2023-05-24,Second Class,JM-15865,FUR-FU-10002813,80.96,4,0.0,29.1456,John Murray,Consumer,66,United States,Jamestown,New York,14701.0,East,2023,5,May
3778,OF-2021-107685,79703635,2023-05-22,2023-05-24,Second Class,JM-15865,OFF-PA-10003848,25.92,4,0.0,12.4416,John Murray,Consumer,66,United States,Jamestown,New York,14701.0,East,2023,5,May
3779,OF-2021-158323,26713265,2023-05-22,2023-05-25,First Class,AB-10600,FUR-FU-10001546,17.088,2,0.2,1.068,Ann Blume,Corporate,34,United States,Tucson,Arizona,85705.0,West,2023,5,May
3780,OF-2021-141327,6665743,2023-05-22,2023-05-25,First Class,LR-16915,OFF-BI-10000546,6.048,7,0.7,-4.2336,Lena Radford,Consumer,35,United States,San Diego,California,92024.0,West,2023,5,May
3781,OF-2021-141327,96298696,2023-05-22,2023-05-25,First Class,LR-16915,OFF-AP-10001293,98.352,3,0.2,9.8352,Lena Radford,Consumer,35,United States,San Diego,California,92024.0,West,2023,5,May
3782,OF-2021-141327,68095487,2023-05-22,2023-05-25,First Class,LR-16915,FUR-FU-10000576,335.744,2,0.2,25.1808,Lena Radford,Consumer,35,United States,San Diego,California,92024.0,West,2023,5,May
3783,OF-2021-119907,60162468,2023-05-23,2023-05-30,Standard Class,LC-17140,OFF-BI-10001765,55.424,2,0.2,19.3984,Logan Currie,Consumer,22,United States,Dallas,Texas,75220.0,Central,2023,5,May
3784,ON-2021-105676,63696802,2023-05-23,2023-05-24,Same Day,NM-18520,FUR-FU-10004270,6.688,4,0.6,-4.0128,Neoma Murray,Consumer,45,United States,Riverside,California,92503.0,West,2023,5,May
3785,OF-2021-103723,44350041,2023-05-23,2023-05-28,Standard Class,BT-11305,OFF-AR-10003251,13.9,5,0.0,5.56,Beth Thompson,Home Office,38,United States,Costa Mesa,California,92627.0,West,2023,5,May
3786,ON-2021-148817,16765630,2023-05-23,2023-05-29,Standard Class,KD-16495,OFF-ST-10001321,61.68,4,0.0,16.6536,Keith Dawkins,Corporate,68,United States,New York City,New York,10009.0,East,2023,5,May
3787,ON-2021-148817,45035088,2023-05-23,2023-05-29,Standard Class,KD-16495,OFF-BI-10004233,63.96,4,0.0,30.7008,Keith Dawkins,Corporate,68,United States,New York City,New York,10009.0,East,2023,5,May
3788,OF-2021-137113,95385694,2023-05-23,2023-05-27,Second Class,TW-21025,FUR-CH-10001215,2003.92,5,0.2,125.245,Tamara Willingham,Home Office,61,United States,Scottsdale,Arizona,85254.0,West,2023,5,May
3789,OF-2021-137113,74436905,2023-05-23,2023-05-27,Second Class,TW-21025,OFF-PA-10004255,32.4,5,0.0,15.552,Tamara Willingham,Home Office,61,United States,Scottsdale,Arizona,85254.0,West,2023,5,May
3790,OF-2021-137113,4649382,2023-05-23,2023-05-27,Second Class,TW-21025,FUR-TA-10001705,1913.4,9,0.0,401.814,Tamara Willingham,Home Office,61,United States,Scottsdale,Arizona,85254.0,West,2023,5,May
3791,OF-2021-137113,86500269,2023-05-23,2023-05-27,Second Class,TW-21025,OFF-ST-10002554,146.73,3,0.0,2.9346,Tamara Willingham,Home Office,61,United States,Scottsdale,Arizona,85254.0,West,2023,5,May
3792,OF-2021-137113,94552684,2023-05-23,2023-05-27,Second Class,TW-21025,OFF-PA-10002222,114.2,5,0.0,52.532,Tamara Willingham,Home Office,61,United States,Scottsdale,Arizona,85254.0,West,2023,5,May
3793,OF-2021-111038,95619031,2023-05-23,2023-05-28,Standard Class,LC-16960,FUR-CH-10003973,2676.672,9,0.2,267.6672,Lindsay Castell,Home Office,57,United States,Arlington,Virginia,22204.0,South,2023,5,May
3794,OF-2021-110324,75543261,2023-05-23,2023-05-27,Standard Class,MA-17560,OFF-PA-10001826,19.44,3,0.0,9.3312,Matt Abelman,Home Office,19,United States,Houston,Texas,77095.0,Central,2023,5,May
3795,OF-2021-110324,44471462,2023-05-23,2023-05-27,Standard Class,MA-17560,OFF-AR-10000823,3.64,2,0.0,1.0192,Matt Abelman,Home Office,19,United States,Houston,Texas,77095.0,Central,2023,5,May
3796,OF-2021-110324,93487690,2023-05-23,2023-05-27,Standard Class,MA-17560,OFF-PA-10001776,18.54,2,0.0,8.7138,Matt Abelman,Home Office,19,United States,Houston,Texas,77095.0,Central,2023,5,May
3797,OF-2021-122756,42810886,2023-05-25,2023-05-29,Standard Class,DK-13225,TEC-MA-10001681,482.34,4,0.7,-337.638,Dean Katz,Corporate,36,United States,Philadelphia,Pennsylvania,19140.0,East,2023,5,May
3798,OF-2021-122756,95378656,2023-05-25,2023-05-29,Standard Class,DK-13225,FUR-FU-10001935,2.96,1,0.2,0.777,Dean Katz,Corporate,36,United States,Philadelphia,Pennsylvania,19140.0,East,2023,5,May
3799,OF-2021-147851,19953436,2023-05-25,2023-05-30,Standard Class,MP-17470,OFF-BI-10004528,10.752,4,0.2,3.36,Mark Packer,Home Office,61,United States,New York City,New York,10035.0,East,2023,5,May
3800,OF-2021-110093,12245481,2023-05-25,2023-05-30,Standard Class,AB-10255,OFF-PA-10000174,16.448,2,0.2,5.5512,Alejandro Ballentine,Home Office,34,United States,Lorain,Ohio,44052.0,East,2023,5,May
3801,OF-2021-110093,6977701,2023-05-25,2023-05-30,Standard Class,AB-10255,TEC-AC-10000171,36.784,2,0.2,10.5754,Alejandro Ballentine,Home Office,34,United States,Lorain,Ohio,44052.0,East,2023,5,May
3802,OF-2021-142475,71360702,2023-05-25,2023-05-29,Standard Class,BS-11380,OFF-BI-10003718,590.352,6,0.2,206.6232,Bill Stewart,Corporate,53,United States,Skokie,Illinois,60076.0,Central,2023,5,May
3803,ON-2021-145422,8213724,2023-05-25,2023-05-29,Standard Class,PW-19240,FUR-BO-10002213,359.499,3,0.15,-29.6058,Pierre Wener,Consumer,70,United States,Louisville,Colorado,80027.0,West,2023,5,May
3804,OF-2021-123092,54882949,2023-05-25,2023-05-29,Standard Class,JG-15115,FUR-FU-10000222,77.952,3,0.2,12.6672,Jack Garza,Consumer,63,United States,Des Moines,Washington,98198.0,West,2023,5,May
3805,OF-2021-123092,76314077,2023-05-25,2023-05-29,Standard Class,JG-15115,OFF-BI-10001718,95.97,5,0.7,-73.577,Jack Garza,Consumer,63,United States,Des Moines,Washington,98198.0,West,2023,5,May
3806,OF-2021-123092,93426911,2023-05-25,2023-05-29,Standard Class,JG-15115,TEC-PH-10001700,105.584,2,0.2,9.2386,Jack Garza,Consumer,63,United States,Des Moines,Washington,98198.0,West,2023,5,May
3807,OF-2021-123092,18205949,2023-05-25,2023-05-29,Standard Class,JG-15115,OFF-AR-10004078,9.344,2,0.2,1.168,Jack Garza,Consumer,63,United States,Des Moines,Washington,98198.0,West,2023,5,May
3808,OF-2021-156853,74555593,2023-05-25,2023-05-27,Second Class,HP-14815,OFF-PA-10003656,184.66,7,0.0,84.9436,Harold Pawlan,Home Office,20,United States,Fort Worth,Texas,76106.0,Central,2023,5,May
3809,OF-2021-110247,25787667,2023-05-26,2023-05-30,Standard Class,RH-19555,OFF-BI-10001553,8.226,3,0.7,-6.0324,Ritsa Hightower,Consumer,61,United States,Tallahassee,Florida,32303.0,South,2023,5,May
3810,OF-2021-161718,29846691,2023-05-26,2023-06-01,Standard Class,SO-20335,FUR-FU-10002445,28.44,3,0.0,11.376,Sean O'Donnell,Consumer,65,United States,Fort Lauderdale,Florida,33311.0,South,2023,5,May
